"unigram","BigramTM","freq"
"added","you",2
"adding","that",2
"additional","hop",2
"additions","to",2
"address","and",2
"adhering","to",2
"adjectives","for",2
"admire","the",2
"admits","to",2
"admitted","to",2
"ads","and",2
"adult","to",2
"adventure","i",2
"adventure","time",2
"advertise","the",2
"advertisement","for",2
"advertising","is",2
"advice","and",2
"advised","the",2
"affairs","comm",2
"affairs","of",2
"affirmative","action",2
"affordable","housing",2
"affordable","price",2
"afghanistan","and",2
"afraid","that",2
"africa","in",2
"african","americans",2
"afsc","and",2
"after","another",2
"after","any",2
"after","checking",2
"after","five",2
"after","last",2
"after","marriage",2
"after","not",2
"after","passing",2
"after","seeing",2
"after","she",2
"after","today",2
"after","watching",2
"after","working",2
"after","year",2
"after","you",2
"afternoon","in",2
"afternoon","to",2
"afterwards","we",2
"again","a",2
"again","as",2
"again","he",2
"again","her",2
"again","if",2
"again","love",2
"again","now",2
"again","thats",2
"again","these",2
"again","tomorrow",2
"again","what",2
"against","them",2
"against","this",2
"against","umno",2
"age","but",2
"age","from",2
"age","gender",2
"age","group",2
"age","you",2
"agency","that",2
"agenda","and",2
"ages","to",2
"ago","in",2
"ago","lol",2
"ago","mariah",2
"ago","my",2
"ago","someone",2
"ago","they",2
"agree","i",2
"agree","the",2
"agree","you",2
"agreed","rt",2
"agreed","that",2
"agreed","upon",2
"agreement","for",2
"agrees","to",2
"ah","that",2
"ah","yes",2
"aim","to",2
"aint","in",2
"aint","shit",2
"air","conditioning",2
"air","in",2
"air","the",2
"air","this",2
"air","with",2
"airport","and",2
"airs","at",2
"airtight","container",2
"aisle","i",2
"aka","the",2
"al","european",2
"al","my",2
"albeit","a",2
"albert","einstein",2
"album","in",2
"album","is",2
"album","of",2
"album","the",2
"alcohol","its",2
"ale","at",2
"ale","was",2
"ali","bongo",2
"alice","in",2
"alicia","keys",2
"alive","but",2
"alive","in",2
"all","afternoon",2
"all","again",2
"all","along",2
"all","american",2
"all","because",2
"all","began",2
"all","black",2
"all","came",2
"all","comes",2
"all","concerned",2
"all","countries",2
"all","even",2
"all","get",2
"all","going",2
"all","good",2
"all","had",2
"all","hail",2
"all","hope",2
"all","if",2
"all","images",2
"all","information",2
"all","ingredients",2
"all","last",2
"all","like",2
"all","lol",2
"all","look",2
"all","make",2
"all","mean",2
"all","men",2
"all","natural",2
"all","need",2
"all","projects",2
"all","purpose",2
"all","rt",2
"all","sides",2
"all","still",2
"all","taking",2
"all","they",2
"all","treated",2
"all","users",2
"all","well",2
"alleles","at",2
"allow","the",2
"allowing","them",2
"allows","the",2
"allows","us",2
"allows","you",2
"alltime","favorite",2
"allure","of",2
"almond","and",2
"almond","meal",2
"almond","milk",2
"almond","oil",2
"almost","all",2
"almost","forgot",2
"almost","hours",2
"almost","there",2
"alone","in",2
"alone","when",2
"alongside","the",2
"alot","to",2
"already","a",2
"already","and",2
"already","come",2
"already","committed",2
"already","do",2
"already","gone",2
"already","having",2
"already","in",2
"already","is",2
"already","just",2
"already","knew",2
"already","receive",2
"already","revealed",2
"already","started",2
"already","tell",2
"already","this",2
"alright","i",2
"also","added",2
"also","and",2
"also","available",2
"also","because",2
"also","been",2
"also","being",2
"also","called",2
"also","dont",2
"also","during",2
"also","if",2
"also","in",2
"also","is",2
"also","lost",2
"also","love",2
"also","made",2
"also","means",2
"also","need",2
"also","needed",2
"also","says",2
"also","served",2
"also","sounds",2
"also","take",2
"also","very",2
"altar","is",2
"although","it",2
"altogether","i",2
"always","always",2
"always","and",2
"always","are",2
"always","buy",2
"always","did",2
"always","do",2
"always","enjoy",2
"always","feel",2
"always","for",2
"always","good",2
"always","got",2
"always","great",2
"always","happy",2
"always","looking",2
"always","loved",2
"always","making",2
"always","mean",2
"always","on",2
"always","said",2
"always","sunny",2
"always","tell",2
"always","there",2
"always","this",2
"always","told",2
"always","try",2
"always","wanted",2
"am","about",2
"am","absolutely",2
"am","actually",2
"am","all",2
"am","always",2
"am","amazed",2
"am","an",2
"am","back",2
"am","being",2
"am","concerned",2
"am","down",2
"am","excited",2
"am","feeling",2
"am","finally",2
"am","finding",2
"am","free",2
"am","good",2
"am","having",2
"am","here",2
"am","im",2
"am","like",2
"am","looking",2
"am","loving",2
"am","lucky",2
"am","missing",2
"am","or",2
"am","pm",2
"am","proud",2
"am","ready",2
"am","sorry",2
"am","standing",2
"am","starting",2
"am","super",2
"am","taking",2
"am","which",2
"am","willing",2
"am","working",2
"am","worried",2
"amazing","in",2
"amazing","job",2
"amazing","people",2
"amazing","that",2
"amazing","the",2
"amber","and",2
"amen","brother",2
"amendment","to",2
"america","and",2
"america","the",2
"america","who",2
"american","airlines",2
"american","and",2
"american","apparel",2
"american","nuns",2
"american","reunion",2
"amidst","the",2
"among","many",2
"among","others",2
"an","a",2
"an","accident",2
"an","accurate",2
"an","action",2
"an","affair",2
"an","african",2
"an","afternoon",2
"an","airtight",2
"an","almost",2
"an","already",2
"an","ambulance",2
"an","angry",2
"an","apartment",2
"an","apology",2
"an","appearance",2
"an","approach",2
"an","arc",2
"an","architect",2
"an","arm",2
"an","array",2
"an","artist",2
"an","attack",2
"an","attention",2
"an","average",2
"an","award",2
"an","awardwinning",2
"an","edition",2
"an","elderly",2
"an","elite",2
"an","emergency",2
"an","empty",2
"an","enormous",2
"an","enthusiastic",2
"an","entrepreneur",2
"an","environment",2
"an","equal",2
"an","essay",2
"an","ever",2
"an","evergreen",2
"an","ex",2
"an","excerpt",2
"an","excuse",2
"an","exhibition",2
"an","exit",2
"an","experience",2
"an","extension",2
"an","extensive",2
"an","herb",2
"an","immigrant",2
"an","inch",2
"an","indian",2
"an","indie",2
"an","individual",2
"an","influence",2
"an","inquiry",2
"an","installation",2
"an","intellectual",2
"an","intense",2
"an","interest",2
"an","international",2
"an","internship",2
"an","introduction",2
"an","investment",2
"an","invitation",2
"an","ipod",2
"an","island",2
"an","it",2
"an","oath",2
"an","object",2
"an","offer",2
"an","online",2
"an","oscar",2
"an","otherwise",2
"an","outdoor",2
"an","outfit",2
"an","outlet",2
"an","outline",2
"an","outmoded",2
"an","understanding",2
"an","unusual",2
"anatomy","institute",2
"and","according",2
"and","accurately",2
"and","advance",2
"and","agreed",2
"and","allow",2
"and","american",2
"and","andrew",2
"and","anthony",2
"and","apostolic",2
"and","apple",2
"and","approval",2
"and","available",2
"and","avoid",2
"and","award",2
"and","baby",2
"and","bathroom",2
"and","beauty",2
"and","becoming",2
"and","began",2
"and","believe",2
"and","between",2
"and","beyond",2
"and","big",2
"and","birds",2
"and","birth",2
"and","black",2
"and","blessed",2
"and","book",2
"and","books",2
"and","bounds",2
"and","boy",2
"and","breaking",2
"and","budget",2
"and","built",2
"and","bullshit",2
"and","buster",2
"and","buy",2
"and","california",2
"and","calm",2
"and","canada",2
"and","celebrate",2
"and","ceo",2
"and","chanting",2
"and","cheap",2
"and","chicken",2
"and","choose",2
"and","chris",2
"and","cinnamon",2
"and","city",2
"and","classic",2
"and","clay",2
"and","clean",2
"and","clear",2
"and","coffee",2
"and","cold",2
"and","comes",2
"and","comfortable",2
"and","comments",2
"and","commercial",2
"and","confusion",2
"and","consider",2
"and","continue",2
"and","continued",2
"and","cook",2
"and","counseling",2
"and","counting",2
"and","courts",2
"and","cover",2
"and","cozy",2
"and","crazy",2
"and","created",2
"and","creative",2
"and","credit",2
"and","cry",2
"and","cutting",2
"and","dangerous",2
"and","daughters",2
"and","december",2
"and","demand",2
"and","demands",2
"and","dine",2
"and","dinner",2
"and","diverse",2
"and","dm",2
"and","doc",2
"and","done",2
"and","dream",2
"and","dumb",2
"and","easily",2
"and","east",2
"and","education",2
"and","eggs",2
"and","ellie",2
"and","email",2
"and","emails",2
"and","emotionally",2
"and","energy",2
"and","entertainment",2
"and","estimate",2
"and","events",2
"and","eventually",2
"and","exercise",2
"and","expecting",2
"and","fantasy",2
"and","fat",2
"and","fathers",2
"and","fb",2
"and","feet",2
"and","fight",2
"and","filled",2
"and","finish",2
"and","finished",2
"and","folding",2
"and","food",2
"and","former",2
"and","forms",2
"and","freeze",2
"and","french",2
"and","fresh",2
"and","fry",2
"and","further",2
"and","gardens",2
"and","gather",2
"and","genealogy",2
"and","general",2
"and","gently",2
"and","gets",2
"and","girls",2
"and","goals",2
"and","god",2
"and","gone",2
"and","gospel",2
"and","grain",2
"and","grand",2
"and","grandparents",2
"and","handed",2
"and","handmade",2
"and","hang",2
"and","happy",2
"and","head",2
"and","headed",2
"and","heavy",2
"and","hed",2
"and","hide",2
"and","hilarious",2
"and","history",2
"and","home",2
"and","honestly",2
"and","hoped",2
"and","hot",2
"and","hugs",2
"and","ideas",2
"and","ignore",2
"and","illustrations",2
"and","inappropriate",2
"and","includes",2
"and","indeed",2
"and","individual",2
"and","influence",2
"and","integrity",2
"and","issues",2
"and","jack",2
"and","jerk",2
"and","joe",2
"and","joy",2
"and","joyous",2
"and","julia",2
"and","keeps",2
"and","kick",2
"and","kicking",2
"and","kind",2
"and","king",2
"and","know",2
"and","knowledge",2
"and","knows",2
"and","larger",2
"and","laugh",2
"and","laughing",2
"and","laura",2
"and","leadership",2
"and","learning",2
"and","leaves",2
"and","leaving",2
"and","letting",2
"and","lick",2
"and","loathing",2
"and","local",2
"and","location",2
"and","lose",2
"and","lost",2
"and","lot",2
"and","lovelock",2
"and","lunch",2
"and","m",2
"and","mariah",2
"and","marketing",2
"and","memories",2
"and","men",2
"and","met",2
"and","michael",2
"and","mike",2
"and","mine",2
"and","minutes",2
"and","miss",2
"and","mix",2
"and","modern",2
"and","move",2
"and","moving",2
"and","much",2
"and","murders",2
"and","ncc",2
"and","nd",2
"and","needs",2
"and","nights",2
"and","north",2
"and","nothing",2
"and","occasionally",2
"and","online",2
"and","paint",2
"and","panic",2
"and","pants",2
"and","paper",2
"and","passed",2
"and","pat",2
"and","peanut",2
"and","peer",2
"and","performing",2
"and","personal",2
"and","pets",2
"and","plain",2
"and","plan",2
"and","plopped",2
"and","poetry",2
"and","pokes",2
"and","policies",2
"and","political",2
"and","politics",2
"and","post",2
"and","posting",2
"and","pour",2
"and","power",2
"and","practical",2
"and","practice",2
"and","practicing",2
"and","prayer",2
"and","prepared",2
"and","present",2
"and","pretty",2
"and","prices",2
"and","print",2
"and","process",2
"and","programs",2
"and","progress",2
"and","publisher",2
"and","pulling",2
"and","rage",2
"and","received",2
"and","recertify",2
"and","recommended",2
"and","recovery",2
"and","regis",2
"and","register",2
"and","regular",2
"and","relax",2
"and","repair",2
"and","respect",2
"and","responsibility",2
"and","returned",2
"and","rewinding",2
"and","rice",2
"and","righteous",2
"and","rip",2
"and","rolled",2
"and","rothko",2
"and","rural",2
"and","safe",2
"and","sales",2
"and","san",2
"and","saving",2
"and","science",2
"and","scores",2
"and","scream",2
"and","scroll",2
"and","seal",2
"and","secure",2
"and","seem",2
"and","seen",2
"and","selling",2
"and","send",2
"and","served",2
"and","set",2
"and","several",2
"and","sharing",2
"and","shit",2
"and","shoes",2
"and","shoulders",2
"and","shouldnt",2
"and","show",2
"and","showing",2
"and","shredded",2
"and","shrubs",2
"and","sign",2
"and","silent",2
"and","sincere",2
"and","sinister",2
"and","sleep",2
"and","slowly",2
"and","smooth",2
"and","snow",2
"and","sober",2
"and","social",2
"and","society",2
"and","soft",2
"and","space",2
"and","speak",2
"and","spent",2
"and","spiked",2
"and","spray",2
"and","spring",2
"and","staff",2
"and","stayed",2
"and","story",2
"and","streaming",2
"and","strength",2
"and","style",2
"and","subsequent",2
"and","success",2
"and","suggestions",2
"and","summer",2
"and","sunny",2
"and","supplies",2
"and","swim",2
"and","takeo",2
"and","talent",2
"and","talking",2
"and","tart",2
"and","taste",2
"and","teaching",2
"and","teal",2
"and","telling",2
"and","tender",2
"and","them",2
"and","theyll",2
"and","thoughts",2
"and","through",2
"and","tim",2
"and","times",2
"and","tiny",2
"and","tomatoes",2
"and","totally",2
"and","trade",2
"and","traffic",2
"and","transformed",2
"and","travel",2
"and","treatment",2
"and","tribulations",2
"and","turns",2
"and","tweeting",2
"and","twitter",2
"and","uncle",2
"and","uncles",2
"and","under",2
"and","understanding",2
"and","uneventful",2
"and","union",2
"and","upbringing",2
"and","various",2
"and","veggies",2
"and","video",2
"and","violence",2
"and","visit",2
"and","visited",2
"and","voice",2
"and","wait",2
"and","waited",2
"and","walked",2
"and","wants",2
"and","warm",2
"and","warmer",2
"and","wasnt",2
"and","wellbeing",2
"and","where",2
"and","whether",2
"and","whimsy",2
"and","whole",2
"and","wide",2
"and","wife",2
"and","wind",2
"and","winners",2
"and","wonder",2
"and","working",2
"and","works",2
"and","worth",2
"and","yea",2
"and","year",2
"and","yell",2
"and","youth",2
"andor","skill",2
"andre","gide",2
"andrew","osborne",2
"android","phones",2
"angel","in",2
"angeles","county",2
"angels","in",2
"angle","the",2
"angry","and",2
"angry","when",2
"animals","they",2
"ankle","biter",2
"ann","romney",2
"anniversary","of",2
"announced","the",2
"announced","to",2
"announcement","coming",2
"announcing","that",2
"announcing","the",2
"annual","fundraiser",2
"annual","outing",2
"anorexia","and",2
"another","bad",2
"another","batch",2
"another","beautiful",2
"another","challenge",2
"another","example",2
"another","for",2
"another","great",2
"another","long",2
"another","minutes",2
"another","nigga",2
"another","night",2
"another","of",2
"another","piece",2
"another","reason",2
"another","story",2
"another","that",2
"another","thing",2
"another","time",2
"another","to",2
"another","way",2
"answer","all",2
"answer","his",2
"answer","it",2
"answer","that",2
"answers","the",2
"anthony","davis",2
"anticipation","is",2
"antimalarial","drugs",2
"antioxidants","and",2
"antique","dining",2
"anxious","for",2
"any","changes",2
"any","children",2
"any","day",2
"any","details",2
"any","drama",2
"any","drink",2
"any","extra",2
"any","less",2
"any","materials",2
"any","rate",2
"any","real",2
"any","the",2
"any","thoughts",2
"any","truth",2
"anybody","know",2
"anybody","on",2
"anymore","so",2
"anyone","and",2
"anyone","in",2
"anyone","knows",2
"anyone","looking",2
"anything","and",2
"anything","anymore",2
"anything","at",2
"anything","by",2
"anything","done",2
"anything","happening",2
"anything","in",2
"anything","instead",2
"anything","more",2
"anything","other",2
"anything","special",2
"anything","we",2
"anything","you",2
"anyway","im",2
"anyway","ive",2
"anyway","on",2
"anyway","so",2
"anywhere","and",2
"anywhere","else",2
"apart","of",2
"aplastic","anemia",2
"apologize","for",2
"apostle","church",2
"app","and",2
"app","is",2
"app","that",2
"apparel","would",2
"apparently","he",2
"apparently","i",2
"apparently","im",2
"apparently","you",2
"appeal","to",2
"appealed","to",2
"appealing","but",2
"appear","at",2
"appear","in",2
"appearance","and",2
"appears","in",2
"apple","cider",2
"application","crash",2
"application","is",2
"application","just",2
"application","with",2
"applications","to",2
"applied","for",2
"apply","online",2
"applying","it",2
"appreciate","all",2
"appreciate","this",2
"appreciate","when",2
"appreciate","you",2
"appreciate","your",2
"appreciates","the",2
"appreciation","for",2
"appreciation","week",2
"approach","that",2
"approach","the",2
"appropriate","then",2
"appropriated","funds",2
"approve","spending",2
"april","and",2
"april","fools",2
"april","i",2
"april","nd",2
"arc","of",2
"archival","footage",2
"are","able",2
"are","above",2
"are","adjectives",2
"are","afraid",2
"are","allowed",2
"are","alternatives",2
"are","as",2
"are","asleep",2
"are","awake",2
"are","because",2
"are","becoming",2
"are","beginning",2
"are","best",2
"are","buzzing",2
"are","certain",2
"are","changing",2
"are","clearly",2
"are","completely",2
"are","considered",2
"are","constantly",2
"are","covered",2
"are","crazy",2
"are","cute",2
"are","down",2
"are","dpi",2
"are","enough",2
"are","equally",2
"are","excited",2
"are","expected",2
"are","experiencing",2
"are","finally",2
"are","five",2
"are","flashing",2
"are","four",2
"are","friends",2
